datetime,close,volume,open,high,low,missing
2014-12-30,2.22,600.0,2.2,2.24,2.2,0.0
2014-12-31,2.2,7500.0,2.3,2.3,2.15,0.0
2015-01-01,2.2,7500.0,2.3,2.3,2.15,1.0
2015-01-02,2.11,500.0,2.15,2.15,2.11,0.0
2015-01-05,2.08,6995.0,2.08,2.11,2.08,0.0
2015-01-06,2.04,6488.0,2.06,2.12,2.04,0.0
2015-01-07,2.04,800.0,2.12,2.12,2.04,0.0
2015-01-08,1.9685,39915.0,2.04,2.08,1.91,0.0
2015-01-09,2.08,27685.0,2.0,2.28,2.0,0.0
2015-01-12,2.38,34215.0,2.09,2.39,1.97,0.0
2015-01-13,2.5,57449.0,2.35,2.57,2.34,0.0
2015-01-14,2.13,57660.0,2.48,2.616,2.08,0.0
2015-01-15,2.09,4400.0,2.2,2.23,2.08,0.0
2015-01-16,2.14,1293.0,2.2099,2.2099,2.1344,0.0
2015-01-19,2.14,1293.0,2.2099,2.2099,2.1344,1.0
2015-01-20,1.95,10860.0,2.08,2.08,1.95,0.0
2015-01-21,1.9101,6004.0,1.92,1.92,1.9,0.0
2015-01-22,2.01,6900.0,2.08,2.08,2.0,0.0
2015-01-23,1.95,3200.0,1.9374,1.9801,1.88,0.0
2015-01-26,1.81,26538.0,1.97,1.97,1.69,0.0
2015-01-27,1.76,2932.0,1.8,1.85,1.75,0.0
2015-01-28,1.78,601.0,1.8173,1.8173,1.774,0.0
2015-01-29,1.78,0.0,1.78,1.78,1.78,0.0
2015-01-30,1.78,1772.0,1.78,1.7999,1.78,0.0
2015-02-02,1.64,10007.0,1.77,1.88,1.64,0.0
2015-02-03,1.8,700.0,1.8,1.8,1.8,0.0
2015-02-04,1.7,400.0,1.63,1.7,1.62,0.0
2015-02-05,1.67,18040.0,1.64,1.76,1.63,0.0
2015-02-06,1.59,25396.0,1.61,1.67,1.44,0.0
2015-02-09,1.54,13471.0,1.5,1.58,1.45,0.0
2015-02-10,1.72,40854.0,1.56,1.7201,1.5,0.0
2015-02-11,1.75,24980.0,1.8,1.97,1.73,0.0
2015-02-12,1.95,99581.0,1.97,2.28,1.84,0.0
2015-02-13,1.71,41997.0,1.83,2.07,1.56,0.0
2015-02-16,1.71,41997.0,1.83,2.07,1.56,1.0
2015-02-17,1.72,26857.0,1.59,1.72,1.57,0.0
2015-02-18,1.79,1746.0,1.66,1.79,1.66,0.0
2015-02-19,1.79,0.0,1.79,1.79,1.79,0.0
2015-02-20,1.71,16944.0,1.64,1.72,1.63,0.0
2015-02-23,1.71,0.0,1.71,1.71,1.71,0.0
2015-02-24,1.6705,3535.0,1.66,1.7,1.66,0.0
2015-02-25,1.73,3962.0,1.7,1.73,1.7,0.0
2015-02-26,1.71,100.0,1.71,1.71,1.71,0.0
2015-02-27,1.7,9395.0,1.67,1.709,1.65,0.0
2015-03-02,1.68,4320.0,1.62,1.68,1.61,0.0
2015-03-03,1.67,18528.0,1.63,1.69,1.62,0.0
2015-03-04,1.71,1210.0,1.7,1.72,1.68,0.0
2015-03-05,1.7,14437.0,1.7,1.73,1.68,0.0
2015-03-06,1.67,5053.0,1.695,1.73,1.67,0.0
2015-03-09,1.77,22227.0,1.7,1.85,1.67,0.0
2015-03-10,1.74,22310.0,1.71,1.75,1.69,0.0
2015-03-11,1.895,22759.0,1.8,1.92,1.76,0.0
2015-03-12,1.9001,45668.0,1.89,2.09,1.89,0.0
2015-03-13,1.7,26760.0,1.91,1.91,1.69,0.0
2015-03-16,1.66,6686.0,1.67,1.67,1.66,0.0
2015-03-17,1.67,8366.0,1.64,1.67,1.64,0.0
2015-03-18,1.62,14323.0,1.68,1.68,1.6,0.0
2015-03-19,1.64,7076.0,1.64,1.64,1.59,0.0
2015-03-20,1.66,5780.0,1.6599,1.6799,1.56,0.0
2015-03-23,1.63,128.0,1.63,1.63,1.63,0.0
2015-03-24,1.596,325.0,1.596,1.596,1.596,0.0
